gender,field,uses_ai,frequency,ai_course,technical,practical,critical,overall_label,technical_level,practical_level,critical_level
0,1,1,3,0,3.127798750398744,2.8725663020652297,3.3454004235109154,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.569669134092778,2.645620555188553,2.482052586151473,Beginner,Low,Medium,Low
0,1,1,3,0,3.3072701693838935,3.1961586826188544,3.223149684815013,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.8531013600199704,3.0461025008903198,3.133947664854244,Moderate,Medium,Medium,Medium
0,0,1,0,0,1.9133719990703344,1.9058918119111259,2.069516850405125,Beginner,Low,Low,Low
1,1,1,0,0,1.7919250730318819,1.7783170643526358,1.7537262469191592,Beginner,Low,Low,Low
0,2,1,3,0,3.479085138437027,3.2010163770515088,3.2585068019704044,Moderate,High,Medium,Medium
1,0,1,0,0,1.3218167673764936,1.582714495945057,1.5836342625911415,Beginner,Low,Low,Low
0,1,1,4,0,3.226882134428878,2.8308436684625056,3.0752784297837916,Moderate,Medium,Medium,Medium
0,1,1,4,0,3.7050752429490617,3.445413437883224,3.392879678514214,Advanced,High,High,Medium
0,1,1,1,0,2.3639727189246553,2.68032436695954,2.0685717728500617,Beginner,Low,Medium,Low
0,1,1,0,0,1.277332925125901,1.3660710054858343,1.3963305725313078,Beginner,Low,Low,Low
0,0,1,0,0,1.4107261429704285,1.1725169219961669,1.1791714517843048,Beginner,Low,Low,Low
0,1,1,0,0,1.8658429431374763,2.186381145477098,1.743768225919113,Beginner,Low,Low,Low
1,1,1,4,0,3.5929207829251566,3.7005343786338067,3.783921930127403,Advanced,High,High,High
1,1,1,2,0,2.522434771713412,3.0761105538439115,2.752142856043804,Moderate,Low,Medium,Medium
1,2,1,2,0,2.9636792442318254,3.0039622573872666,2.9177854514335806,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.2228936273595394,2.4279407672789928,2.115704360898541,Beginner,Low,Low,Low
0,0,1,4,0,3.2784267104575453,2.95077086976855,3.0328272447697264,Moderate,Medium,Medium,Medium
0,0,1,1,0,1.5253270536315031,1.546866024963623,1.6815515619779122,Beginner,Low,Low,Low
1,0,1,1,0,2.051935950890515,1.9845554729732922,2.1625161938529667,Beginner,Low,Low,Low
0,1,1,3,0,2.5378027325884926,2.4871489240492033,2.555813379699439,Beginner,Low,Low,Low
0,1,1,3,0,2.2633830129498946,2.339980695406541,2.6153297352114624,Beginner,Low,Low,Medium
0,1,1,0,0,2.158652404384849,1.7977201402995364,2.0805309838455055,Beginner,Low,Low,Low
0,1,1,4,0,3.882494918012961,3.677210455324855,4.047081827586376,Advanced,High,High,High
1,0,1,4,0,2.9446600584509097,3.0835262176255585,2.943329617583345,Moderate,Medium,Medium,Medium
0,1,1,3,0,2.629451168787763,2.9564934733885067,2.784916249094286,Moderate,Medium,Medium,Medium
1,0,1,2,0,2.4193182417143326,3.0154230387139083,2.8593128056039583,Moderate,Low,Medium,Medium
0,1,1,2,0,2.6618336166774292,2.279626856512542,2.731029699487878,Beginner,Medium,Low,Medium
1,1,1,4,0,3.286340797613923,3.1268896436705065,3.330055354787002,Moderate,Medium,Medium,Medium
0,0,0,1,1,2.737389751359913,3.099494300799768,2.923180689110752,Moderate,Medium,Medium,Medium
1,0,1,1,0,2.045267813450488,2.191321357510403,1.7955656665814241,Beginner,Low,Low,Low
0,0,1,2,0,1.8996216521665672,2.3790904062803375,2.235317895461054,Beginner,Low,Low,Low
1,2,1,1,0,2.6161567180202945,2.1703774768209203,2.629149668785112,Beginner,Medium,Low,Medium
1,1,1,2,0,3.0996707401439973,2.949093238841626,2.433286364351864,Moderate,Medium,Medium,Low
1,1,1,0,0,1.7289504469487107,1.6463462552764696,2.3325264758610524,Beginner,Low,Low,Low
1,1,1,0,0,1.7845025195039488,1.8753810029528242,1.965866411044767,Beginner,Low,Low,Low
1,0,1,4,0,3.65901824373657,4.020997127824394,3.704564747756817,Advanced,High,High,High
1,1,0,3,0,2.4489388245908046,2.4837248605445827,2.6225763549014904,Beginner,Low,Low,Medium
1,0,1,2,0,2.7235707343242996,2.2901449392626736,2.487179338606286,Beginner,Medium,Low,Low
1,1,0,3,0,3.2924802843550114,3.0732826784796154,3.7035102396691437,Moderate,Medium,Medium,High
0,1,1,3,0,3.0002334645009068,2.963302235956794,3.1009515690454057,Moderate,Medium,Medium,Medium
1,1,1,4,0,3.2538503469526767,3.2757694906917636,2.774395989269644,Moderate,Medium,Medium,Medium
1,2,1,1,1,2.5318268634563355,2.4197487173091075,2.3521983643058455,Beginner,Low,Low,Low
0,1,0,1,0,2.338167751854097,2.652804210950728,2.662222127813196,Beginner,Low,Medium,Medium
1,0,1,2,0,2.825519776539239,1.9135974188328653,2.396434111475109,Beginner,Medium,Low,Low
0,1,1,3,0,3.4221107444437697,3.2391971308540337,3.482780990306982,Moderate,High,Medium,High
0,0,0,3,1,2.8861666023597357,2.4649127221518645,2.8164155252157754,Moderate,Medium,Low,Medium
0,0,0,2,0,2.034711220722703,2.044555292919409,2.135477987679201,Beginner,Low,Low,Low
0,0,1,0,0,1.4801832124787844,1.3580440177999105,1.0724052364932792,Beginner,Low,Low,Low
1,0,1,0,0,1.460454975513484,1.4801130395382374,1.7155133968724912,Beginner,Low,Low,Low
0,0,1,2,0,1.9011651134873238,1.6087185682687817,1.6807996749790783,Beginner,Low,Low,Low
1,0,1,0,1,3.039987125352526,3.0520061360062978,2.5963160224703734,Moderate,Medium,Medium,Low
0,0,1,2,0,2.4107813021340863,2.4506238979809005,2.31730684620943,Beginner,Low,Low,Low
0,1,0,4,0,3.120921773904765,3.477597499615806,3.3418192749585414,Moderate,Medium,High,Medium
1,0,1,4,0,3.45563302079028,3.465180146343413,3.501830014451563,Advanced,High,High,High
1,1,1,4,0,3.5116368257733033,3.5007382739699535,3.4562207347423612,Advanced,High,High,High
0,0,1,3,0,2.310526644476262,2.393070321114826,2.7496805277575374,Beginner,Low,Low,Medium
0,1,1,4,0,2.9680995596144375,3.2094823265987746,3.3825999276107606,Moderate,Medium,Medium,Medium
0,0,1,3,0,2.7228323071227405,2.012701517652888,2.5522531937318256,Beginner,Medium,Low,Low
1,0,1,4,1,3.6652125180986808,4.203746717695929,3.9200791158661454,Advanced,High,High,High
0,2,1,0,0,1.9412702367874826,1.7481522801088296,1.6879616714057681,Beginner,Low,Low,Low
0,0,1,3,1,2.8563819915171016,3.3285129330459204,2.934431158278317,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.3890136089904015,2.1547306951763563,2.7284732411065504,Beginner,Low,Low,Medium
0,1,1,1,1,2.578405754522872,3.0641020089875197,2.539768784930041,Moderate,Low,Medium,Low
0,0,0,2,0,2.511018015196502,2.5901115355076376,2.5513097954299155,Beginner,Low,Low,Low
1,1,0,2,0,2.89784916542283,2.77911241704491,2.2368791074680816,Moderate,Medium,Medium,Low
0,1,1,3,0,3.4543580060610672,3.0482493080232542,3.2026507408149305,Moderate,High,Medium,Medium
0,1,1,1,0,2.021885580387908,2.0076176630595057,2.1010173414241353,Beginner,Low,Low,Low
0,1,1,2,0,2.4615104957241583,2.708062477408255,2.3683925307752833,Beginner,Low,Medium,Low
0,0,0,4,0,3.14568759267975,3.04552875091683,3.108782677767641,Moderate,Medium,Medium,Medium
0,0,1,1,0,1.8816619178735738,1.8142326464160061,1.8665230597098468,Beginner,Low,Low,Low
0,0,0,1,0,2.4615140487550593,2.5213976748871345,2.5920981333879776,Beginner,Low,Low,Low
1,1,0,0,0,1.5859550419186887,1.9319215193865555,1.9373575419368363,Beginner,Low,Low,Low
0,1,1,3,0,2.8550554857509285,2.875989246966628,2.8791484231838793,Moderate,Medium,Medium,Medium
1,1,1,1,0,1.8772938431117776,2.276848802667096,2.2230083835104457,Beginner,Low,Low,Low
0,1,1,2,0,2.8231391121039398,3.0591665363428637,2.9750534070689683,Moderate,Medium,Medium,Medium
1,0,0,1,1,3.4484224900676885,3.2199225702763563,3.516005127696573,Moderate,High,Medium,High
1,0,1,0,0,1.3850722867971366,1.3383463127597668,1.3915722205175398,Beginner,Low,Low,Low
0,1,1,2,0,1.8951977751270674,2.4181071878730704,2.061629250237055,Beginner,Low,Low,Low
1,0,1,2,0,2.3627700673767262,2.228074478181334,1.9144086590847436,Beginner,Low,Low,Low
0,0,1,3,0,3.252313933930086,2.919620946227947,3.0964680798072477,Moderate,Medium,Medium,Medium
1,1,1,3,0,2.241174603880526,2.345413410788281,2.5308674138864924,Beginner,Low,Low,Low
0,1,1,3,0,3.0393563891095914,2.7460133508106828,2.7023128785662838,Moderate,Medium,Medium,Medium
1,1,0,3,0,3.1033088624928906,3.240813598379326,3.542779877200827,Moderate,Medium,Medium,High
1,1,1,1,0,2.4018557584882645,2.143759179290829,2.1933522320130514,Beginner,Low,Low,Low
1,1,1,1,0,1.8130893584146177,2.096104631495482,1.5493494292047698,Beginner,Low,Low,Low
1,1,0,0,0,2.3269528988632904,2.1407179173398365,2.0912922500261004,Beginner,Low,Low,Low
0,0,1,2,0,1.6510584327297668,1.5764865279003677,2.0259331627189328,Beginner,Low,Low,Low
1,1,1,3,0,2.800914966349346,2.7930244018623505,3.0746334206658408,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.202678328956742,2.746678336427611,2.779621881717568,Beginner,Low,Medium,Medium
0,0,0,4,0,3.53800894535631,3.1865376562153958,2.8732305050458615,Moderate,High,Medium,Medium
0,1,1,4,0,3.952926252927014,3.1040918399811632,3.480705504303376,Advanced,High,Medium,High
0,0,1,1,0,1.5485068817524474,1.4495128317547892,1.6336874886043562,Beginner,Low,Low,Low
1,0,1,3,0,3.199651591108518,3.482334213741704,3.306974472206358,Moderate,Medium,High,Medium
1,1,1,1,0,2.1015141968849074,2.3417459609825713,1.9008347944222526,Beginner,Low,Low,Low
1,1,1,0,0,2.3199209724762007,2.2062822922612786,1.8534439063551056,Beginner,Low,Low,Low
1,0,1,4,0,3.692460677752218,3.6304770095431573,3.129380466807774,Advanced,High,High,Medium
1,0,0,4,0,3.468176188260749,3.541231044094609,3.646663120821816,Advanced,High,High,High
1,0,1,4,0,2.8803102644173966,3.4202465783587455,3.0921913957987095,Moderate,Medium,High,Medium
0,2,0,1,0,1.6826579330462776,2.01562699265818,1.8381324634631382,Beginner,Low,Low,Low
0,1,0,3,1,3.9318240922620333,3.739402824974611,3.6854590938030345,Advanced,High,High,High
1,0,1,1,0,1.1828556064089162,1.7225597361902498,1.8042488811584305,Beginner,Low,Low,Low
1,0,1,0,1,2.8177815432645166,2.8788452421759017,2.920743314451722,Moderate,Medium,Medium,Medium
0,0,1,2,0,2.3727749304372803,2.376657650192639,2.4203304223989788,Beginner,Low,Low,Low
1,0,1,0,0,1.3775224168578457,1.6507571843002105,1.9290471370857771,Beginner,Low,Low,Low
0,1,1,1,0,2.4711508989747037,2.3129001851550717,2.1429159445705626,Beginner,Low,Low,Low
0,1,1,3,0,2.5340705564995556,2.139607955284413,2.385168242399445,Beginner,Low,Low,Low
1,1,1,4,0,3.3603396763991036,2.94493773252473,3.383133169516617,Moderate,Medium,Medium,Medium
0,1,1,1,0,1.5758883758376394,1.4848492930308221,2.0006048261395377,Beginner,Low,Low,Low
0,1,1,1,0,2.481295895036453,2.5710394170743043,2.1176432307437705,Beginner,Low,Low,Low
0,1,0,4,0,3.3925607514947482,3.4493753675538628,3.4253703707018497,Advanced,Medium,High,High
1,0,1,1,0,2.2646091539908926,2.3434282133216184,2.0728302252409687,Beginner,Low,Low,Low
1,1,1,1,0,2.273818103408673,1.6245129909319966,1.819610594258679,Beginner,Low,Low,Low
1,0,1,0,0,1.2075232654912857,1.082109943518154,1.200804562584748,Beginner,Low,Low,Low
1,0,1,1,0,2.1834224955966586,1.9599302751839633,2.4088917890092714,Beginner,Low,Low,Low
1,0,1,3,0,2.564062453399378,2.6631385608607943,2.815435421571374,Moderate,Low,Medium,Medium
1,1,1,4,0,3.5685549890694253,3.452968411662165,3.7687013959850852,Advanced,High,High,High
0,0,0,4,0,3.3696781734107866,3.635324921650606,3.442705246786507,Advanced,Medium,High,High
1,0,1,2,0,2.1887938106358766,2.191952501247978,2.373756751506521,Beginner,Low,Low,Low
0,1,1,3,0,2.0966389786059496,2.697125845726247,2.3286094945655327,Beginner,Low,Medium,Low
1,1,1,4,0,3.4043829053191454,3.208594864164529,3.1865404424003287,Moderate,High,Medium,Medium
0,0,0,0,0,1.6497315821797698,1.9906158517575712,1.8739716134605395,Beginner,Low,Low,Low
1,2,1,1,0,2.213574933266112,1.989448348680075,1.9580354083756324,Beginner,Low,Low,Low
1,1,1,3,0,2.911820965861336,2.979918962925751,3.293591992331213,Moderate,Medium,Medium,Medium
1,0,1,0,0,1.377353550575931,1.6348085896220328,1.0111405894644971,Beginner,Low,Low,Low
0,0,1,0,0,1.4388416506526318,1.796405364724905,1.7603286224700547,Beginner,Low,Low,Low
1,1,1,1,0,2.3578109025897978,2.6098781226701084,2.207140730922856,Beginner,Low,Medium,Low
1,0,1,2,1,3.5819334157133595,3.878571194082362,3.540594307084579,Advanced,High,High,High
1,1,1,3,0,3.1171671416037303,2.604189665974782,2.6168820130568804,Moderate,Medium,Medium,Medium
0,0,1,1,0,2.0276165701667255,1.7075769209995095,1.9033679692884933,Beginner,Low,Low,Low
0,2,1,2,0,2.429874999580961,2.759073174373996,2.3107877477428453,Beginner,Low,Medium,Low
0,1,1,1,0,1.5642267224514967,1.9863789167136932,1.8167904891167055,Beginner,Low,Low,Low
0,0,1,0,0,1.4833600577525463,1.548442642714324,1.914861975102096,Beginner,Low,Low,Low
1,1,1,0,0,2.5098543827848787,2.230384469148586,2.4149762926375073,Beginner,Low,Low,Low
1,0,1,1,0,2.6420177754182967,2.1479727088844434,2.0228274998083924,Beginner,Medium,Low,Low
1,2,1,1,0,1.9360639454075796,2.174010574332131,1.9987776929915062,Beginner,Low,Low,Low
0,2,0,2,0,2.369424823399654,2.791743945764254,2.484670310386979,Beginner,Low,Medium,Low
0,0,1,0,0,1.8086942873374618,1.7121707691039014,1.6431470424228727,Beginner,Low,Low,Low
0,1,1,3,1,4.011782945693871,3.8526466795435317,3.958091849909389,Advanced,High,High,High
0,0,0,1,0,1.7963996448703399,1.5286158983089417,1.796103447660701,Beginner,Low,Low,Low
0,0,1,0,0,1.4163163682752873,1.6436701404068377,1.7553924736241027,Beginner,Low,Low,Low
0,1,1,1,0,2.039383452788946,2.0821424452539046,1.9187996446697742,Beginner,Low,Low,Low
0,0,1,3,0,2.4701814436128187,2.3704829823653455,2.9827237946429768,Moderate,Low,Low,Medium
0,1,1,4,1,4.915023493227826,4.443616218692951,4.060709108168925,Advanced,High,High,High
0,2,1,4,0,3.6718409097790907,3.3942529500891236,3.6294858342457976,Advanced,High,Medium,High
0,1,1,0,0,2.1625135282771693,2.237917690853024,1.8776163756264663,Beginner,Low,Low,Low
0,2,1,4,0,3.2066850815082693,3.5121492811504234,3.4672138119524494,Moderate,Medium,High,High
1,1,1,1,0,2.2777467762506767,2.0760013722332116,2.237209615747639,Beginner,Low,Low,Low
0,0,1,2,0,2.1803796173398124,1.9380393079023868,1.8909348711659546,Beginner,Low,Low,Low
1,1,0,3,0,2.83417174828378,3.139367631860151,2.8718088506356567,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.9543598316781075,1.8169316322881366,1.9339632929201167,Beginner,Low,Low,Low
1,1,1,4,0,3.3348164979573287,3.794645578427451,3.630624841016556,Advanced,Medium,High,High
1,1,1,2,0,3.3687821076737716,2.96701510208689,2.899663022699234,Moderate,Medium,Medium,Medium
1,2,1,1,0,1.7181208931812713,1.917147582008005,1.8440457419300087,Beginner,Low,Low,Low
1,1,1,0,0,1.3526951151911017,1.5364863327732723,1.2672742921753626,Beginner,Low,Low,Low
0,1,1,3,0,2.6596816938163332,3.180614124790073,2.788051276073802,Moderate,Medium,Medium,Medium
0,0,1,4,0,3.1426532013644493,3.456286486969158,3.0173165553444075,Moderate,Medium,High,Medium
1,0,1,0,0,1.3938032705508452,1.5038658500270514,1.2605169666184752,Beginner,Low,Low,Low
0,0,1,1,0,2.0688890004048965,1.787604083347612,1.8850713711401292,Beginner,Low,Low,Low
1,1,0,4,0,3.753483620624004,3.886371746655572,4.031637749604828,Advanced,High,High,High
1,0,0,2,0,2.794595820671142,2.4346392626126123,2.2979568300069975,Beginner,Medium,Low,Low
1,0,1,2,0,2.098897504411271,2.215489012682336,2.234884182237309,Beginner,Low,Low,Low
0,0,0,1,0,2.056432474209993,1.805779183045491,1.9444655397495523,Beginner,Low,Low,Low
1,1,1,0,0,1.779953076998858,1.641638398992898,1.7505866341649456,Beginner,Low,Low,Low
1,0,1,4,0,2.366522685752993,2.321094672497973,2.4581249196155723,Beginner,Low,Low,Low
0,0,1,2,0,1.903615824103011,1.7589750773459836,2.1055192877387388,Beginner,Low,Low,Low
1,0,1,3,0,2.6584362178578953,2.7440751375433248,2.927688924070502,Moderate,Medium,Medium,Medium
1,0,1,3,0,2.9784896152980216,3.2523538431889,3.176950254066392,Moderate,Medium,Medium,Medium
0,1,1,4,0,3.0971848412644354,3.3866922503874664,3.453434470846735,Moderate,Medium,Medium,High
0,1,1,3,0,2.8260854089200134,2.812316230432541,2.733831964833493,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.681539189308767,2.611487570086495,2.496421541737195,Beginner,Medium,Medium,Low
1,1,1,4,0,3.541027123135964,3.184656115941839,3.7192110879296933,Advanced,High,Medium,High
0,0,1,3,0,3.01451176782388,2.7915053130252936,2.7454986359374995,Moderate,Medium,Medium,Medium
1,1,1,3,0,3.070748780825219,2.9627001606321226,3.2080686889385936,Moderate,Medium,Medium,Medium
1,1,1,3,0,3.235053153310604,3.2927452381428735,3.13054434384529,Moderate,Medium,Medium,Medium
1,2,1,3,0,3.2770874566759662,3.049887540065769,3.323686639472629,Moderate,Medium,Medium,Medium
0,1,1,4,0,3.158813633676467,3.3566222841799087,2.9731334861670216,Moderate,Medium,Medium,Medium
1,2,1,3,0,3.0609121388967715,3.1191442428302567,3.592880056737437,Moderate,Medium,Medium,High
1,1,1,2,0,2.5293033468287383,2.704414371257583,2.771116228597658,Moderate,Low,Medium,Medium
1,1,1,0,0,2.4039675469477224,2.206785844819329,2.170570151385853,Beginner,Low,Low,Low
0,1,1,4,0,3.946793413674242,3.6145042437976556,3.700566087777263,Advanced,High,High,High
0,0,1,0,0,1.8107114691857606,1.4424993193423226,1.5916923011882087,Beginner,Low,Low,Low
0,0,1,0,0,1.0,1.146565816364349,1.0,Beginner,Low,Low,Low
0,1,1,3,0,3.626206104993483,3.4812532732719395,3.431959878900113,Advanced,High,High,High
1,0,1,1,0,2.1874886545349983,2.105175606841953,2.23785247895243,Beginner,Low,Low,Low
1,2,1,4,0,3.7936938686201045,3.4132336332471587,3.5575075907263844,Advanced,High,High,High
1,1,1,2,0,3.211136661695714,3.0921395482473564,3.156007659876076,Moderate,Medium,Medium,Medium
0,1,1,2,1,3.5184581062192906,3.999734957223658,3.437055900483076,Advanced,High,High,High
1,1,1,1,0,2.6873379387947574,2.809322091305055,2.6247679570172426,Moderate,Medium,Medium,Medium
0,1,1,4,0,3.492073452052201,3.3447993509354172,3.4357394150221423,Advanced,High,Medium,High
1,1,1,1,0,2.0200939622257152,2.0530044001566514,1.9788601317106158,Beginner,Low,Low,Low
1,0,1,1,0,2.1000336566959215,2.087206573427834,1.9915851230257189,Beginner,Low,Low,Low
1,1,0,1,0,2.5890277745095602,2.4031031639918856,2.1333024661833098,Beginner,Low,Low,Low
1,1,1,3,0,3.070391949245031,2.972080145732279,2.966570393287914,Moderate,Medium,Medium,Medium
1,1,0,4,0,3.5959023953096043,3.5118018728179163,3.3521812436734155,Advanced,High,High,Medium
1,0,0,0,0,1.606530422286968,2.2005213630469114,1.7964820225227596,Beginner,Low,Low,Low
0,1,0,2,1,3.27657341899761,3.4137572335056157,3.0844546679059417,Moderate,Medium,High,Medium
0,1,1,4,0,3.941588283672188,4.048601574666299,4.168488785023097,Advanced,High,High,High
0,1,0,1,0,2.1686761779474413,2.0506737178965886,2.077482861486876,Beginner,Low,Low,Low
0,1,1,3,0,3.120802353224025,2.953764526616629,2.704838965223987,Moderate,Medium,Medium,Medium
0,0,0,1,0,1.8741781580779606,2.0243027437842276,1.5794096268916489,Beginner,Low,Low,Low
0,1,1,0,0,2.098701449734719,1.9287203886926971,1.7220484227901134,Beginner,Low,Low,Low
1,0,1,1,0,2.065086772167962,2.104656466327782,2.401240761791506,Beginner,Low,Low,Low
0,1,1,2,1,3.4040835961916893,3.618991350357562,3.8374077699994107,Advanced,High,High,High
0,1,1,0,1,2.237271309465899,2.6121609187941632,2.42073545466507,Beginner,Low,Medium,Low
0,0,1,2,0,3.1953967544321826,2.8890672945173232,3.3461854637708734,Moderate,Medium,Medium,Medium
0,0,1,1,0,1.4916479011397652,1.3726166497810022,1.653602907500064,Beginner,Low,Low,Low
1,1,0,4,0,3.9219330743857013,3.346281594889265,3.5615181122293316,Advanced,High,Medium,High
0,0,1,3,0,2.862278601224296,2.830878252622058,2.7524682381430345,Moderate,Medium,Medium,Medium
1,0,1,0,0,1.8193568669553808,1.3535407070548056,1.2271086522111885,Beginner,Low,Low,Low
0,1,1,3,0,3.1989868688227503,3.521179533245502,3.2102840484304775,Moderate,Medium,High,Medium
1,0,1,1,0,1.8164484263049596,1.9970920685970763,2.1120144949217052,Beginner,Low,Low,Low
0,0,1,4,0,3.085887687187222,3.0845092937114647,2.947499139442458,Moderate,Medium,Medium,Medium
1,0,1,4,0,3.556841825336076,3.369031858914085,3.2957487481243817,Advanced,High,Medium,Medium
1,1,1,3,0,2.925989746362702,2.78862316705784,3.2066670988622588,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.586878353956342,2.187632179747352,2.529686346335556,Beginner,Low,Low,Low
1,1,1,1,0,1.9436446100106533,1.918728497769302,1.8343186132649614,Beginner,Low,Low,Low
1,1,1,1,0,1.8686857408602233,1.610377195381066,1.9430777797676455,Beginner,Low,Low,Low
0,1,1,3,0,3.218050974353341,3.0604595543610054,3.4724593470576273,Moderate,Medium,Medium,High
1,0,1,0,0,1.6337313689667465,1.18296171661569,1.2245056717222274,Beginner,Low,Low,Low
0,0,1,1,0,2.3279838937264454,2.531825913409548,2.291233711368443,Beginner,Low,Low,Low
0,0,1,1,0,2.4634578671126115,2.0728885023336017,2.1884778316645734,Beginner,Low,Low,Low
1,1,1,3,0,3.364656821101189,3.2671631843800037,3.2463631694776254,Moderate,Medium,Medium,Medium
1,0,0,0,0,1.458558443527422,1.7815372615807847,1.1296419724931375,Beginner,Low,Low,Low
0,0,1,4,0,3.593238804121163,3.526992820048191,3.451084294379138,Advanced,High,High,High
1,1,1,1,0,1.9035743654827557,2.2083757532775468,2.1553186504186455,Beginner,Low,Low,Low
0,0,1,1,0,2.2510879782144273,2.3134292585988656,2.1952595319836674,Beginner,Low,Low,Low
1,2,1,3,0,2.811463582420024,2.7720529955226834,3.079448689095242,Moderate,Medium,Medium,Medium
1,1,1,1,1,2.603094705354504,2.7389325540708627,2.738169586567106,Moderate,Medium,Medium,Medium
0,2,1,1,1,2.969429495606185,2.8815721104077907,2.9644482887875627,Moderate,Medium,Medium,Medium
1,1,0,3,0,3.2202805643492094,3.452079074515139,3.3949479074388815,Moderate,Medium,High,Medium
1,0,1,4,0,3.358439597631304,3.622532534460241,3.6119462760970973,Advanced,Medium,High,High
1,1,1,3,0,2.603723967761505,2.869661912275957,2.9368329294720668,Moderate,Medium,Medium,Medium
0,0,1,3,0,1.7138137787516987,2.1012861612597837,2.1336060694782972,Beginner,Low,Low,Low
1,1,1,1,0,2.5549138296656477,2.1942373015737875,2.165608881825043,Beginner,Low,Low,Low
1,2,1,3,0,3.0711945622228796,3.0653376469595712,3.0586662510865503,Moderate,Medium,Medium,Medium
1,2,1,1,0,2.457328393815646,2.7228923486015706,2.1501834050443955,Beginner,Low,Medium,Low
0,0,1,1,0,1.0651949141617845,1.3609055525760645,1.5331281659416727,Beginner,Low,Low,Low
1,1,1,2,0,2.4373138992029797,2.324608454327975,2.423293806973375,Beginner,Low,Low,Low
1,0,1,1,0,2.013978665530219,1.9648210500412198,1.9749150090787093,Beginner,Low,Low,Low
0,2,1,4,0,2.686400577435176,2.8883057454067624,2.560675241019313,Moderate,Medium,Medium,Low
1,0,1,3,0,3.1708955798708995,3.5717878303289994,3.1019429941220684,Moderate,Medium,High,Medium
0,2,1,1,0,2.4229819848109133,2.541779140781902,2.1003537991917467,Beginner,Low,Low,Low
1,0,1,2,0,1.8302745062143195,1.9009044476584418,2.2428420125404145,Beginner,Low,Low,Low
1,1,1,2,1,3.4340328692977016,3.2853543506776703,3.3602335728064885,Moderate,High,Medium,Medium
1,1,1,3,0,3.133391924174993,3.2157386364667473,3.3954100112670527,Moderate,Medium,Medium,Medium
0,1,1,4,0,3.6954505682682055,3.2680921482594596,3.523546499711917,Advanced,High,Medium,High
1,2,1,1,0,2.4869632564257396,2.770687908693853,2.281214843167189,Beginner,Low,Medium,Low
1,1,0,0,0,1.6879499090798757,1.7540190009635286,2.1153374648652026,Beginner,Low,Low,Low
1,0,1,3,0,3.4780737863096802,3.404505757180488,3.3953077430582495,Advanced,High,High,Medium
0,0,1,3,0,2.4096699659794707,2.4043563544742543,2.6908859385894965,Beginner,Low,Low,Medium
1,1,0,1,0,2.1311010875931293,1.8225596180604078,2.5813303000471706,Beginner,Low,Low,Low
0,0,1,0,0,2.0554699759765565,1.7707206508939288,1.8126158787012152,Beginner,Low,Low,Low
0,0,1,0,0,1.7243008519516776,1.6855520294665887,2.0214879221741677,Beginner,Low,Low,Low
0,0,1,1,0,2.367109659620538,2.336116768501449,2.5787068740682106,Beginner,Low,Low,Low
0,0,1,2,0,2.033311714500888,2.3506067041531096,2.327979390220553,Beginner,Low,Low,Low
1,0,1,2,0,2.324223592652716,2.604636759258231,2.196390347072278,Beginner,Low,Medium,Low
1,1,1,2,0,3.152054284994252,2.440746287447676,2.5811370334939943,Moderate,Medium,Low,Low
1,1,1,0,0,1.9042536223286637,1.808674510564968,2.29661321179034,Beginner,Low,Low,Low
0,0,1,0,0,1.8153001271389935,1.6603579810321305,1.4728987809382972,Beginner,Low,Low,Low
0,1,1,0,0,1.8102276526687777,1.942618850479106,1.8125439670263321,Beginner,Low,Low,Low
1,1,0,3,0,3.284585261401025,2.645894148460438,2.5473947753660178,Moderate,Medium,Medium,Low
1,0,1,0,0,1.6758280632517844,1.8321428248653706,1.998035715634848,Beginner,Low,Low,Low
0,0,1,4,0,3.763908438176667,3.345208193143236,3.405053300933243,Advanced,High,Medium,High
1,1,1,0,0,1.888925368814764,2.3193674697194226,2.182145409247143,Beginner,Low,Low,Low
1,0,1,1,0,1.5611174848185208,2.0265402796488243,2.369346928409164,Beginner,Low,Low,Low
0,1,1,2,0,2.346144254227529,2.659788759697902,2.5401509267061697,Beginner,Low,Medium,Low
1,0,1,3,0,2.5960025396927078,2.305585547649004,2.547612763858985,Beginner,Low,Low,Low
1,0,1,1,0,2.4067396668959726,2.1818866986556147,2.6799228077046453,Beginner,Low,Low,Medium
0,0,1,2,0,2.5023794689788237,2.259501652121987,2.2065603413508863,Beginner,Low,Low,Low
0,0,1,1,0,2.1861819771189035,1.5365023455140032,1.8430201985723222,Beginner,Low,Low,Low
0,1,0,1,0,2.7241038994723126,2.185313307715779,2.462558556874929,Beginner,Medium,Low,Low
1,2,1,2,0,2.5311497132773835,2.5325971386881085,2.480294399914825,Beginner,Low,Low,Low
1,1,1,4,0,3.826171252187183,3.770181657854971,4.060749129910502,Advanced,High,High,High
0,1,0,0,0,2.567979299623365,2.4107822244949673,1.446202478113758,Beginner,Low,Low,Low
0,1,1,3,0,3.057047372386052,2.9666318493911747,2.731153390152288,Moderate,Medium,Medium,Medium
